Rank,Name,Level,Mode,Power,Class,Skills
401,Thundar,100,Hardcore,792,Druid,"Wolves, Cyclone Armor, Claw, Trample, Earthen Bulwark, Landslide"
402,SpecialDAD,100,[Dead] Hardcore,778,Sorcerer,"Ice Shards, Meteor, Frost Nova, Ice Armor, Teleport, Flame Shield"
403,Grim,100,Hardcore,784,Sorcerer,"Ice Armor, Ice Shards, Flame Shield, Meteor, Frost Nova, Teleport"
404,íì±ë¬,100,Hardcore,789,Sorcerer,"Frost Bolt, Ice Shards, Frost Nova, Deep Freeze, Ice Armor, Teleport"
405,DoubleZug,100,Hardcore,802,Rogue,"Blade Shift, Flurry, Poison Imbuement, Concealment, Shadow Step, Dark Shroud"
406,HCspanky,100,Hardcore,797,Druid,"Storm Strike, Tornado, Cyclone Armor, Blood Howl, Hurricane, Grizzly Rage"
407,Monstervich,100,[Dead] Hardcore,800,Rogue,"Puncture, Barrage, Shadow Step, Shadow Imbuement, Cold Imbuement, Shadow Clone"
408,ì¥ë¹ë°ì¬í¸ê¸°,100,[Dead] Hardcore,810,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Grizzly Rage, Debilitating Roar, Trample"
409,Gwiddy,100,Hardcore,784,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
410,uwuGray,100,Hardcore,808,Barbarian,"Lunging Strike, Hammer of the Ancients, War Cry, Challenging Shout, Rallying Cry, Iron Skin"
411,teraares,100,Hardcore,815,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
412,ObeDC,100,Hardcore,780,Sorcerer,"Arc Lash, Ice Armor, Teleport, Frost Nova, Flame Shield, Unstable Currents"
413,bugenjoyer,100,Hardcore,786,Sorcerer,"Flame Shield, Ice Shards, Meteor, Ice Armor, Frost Nova, Teleport"
414,LiraDreadGod,100,Hardcore,798,Sorcerer,"Deep Freeze, Teleport, Flame Shield, Ice Armor, Frost Nova, Ice Shards"
415,Duckslord,100,Hardcore,796,Sorcerer,"Flame Shield, Ice Shards, Ice Armor, Deep Freeze, Frost Nova, Teleport"
416,EternalSad,100,Hardcore,804,Druid,"Storm Strike, Tornado, Blood Howl, Hurricane, Cyclone Armor, Grizzly Rage"
417,GenericAzN,100,Hardcore,798,Sorcerer,"Ice Armor, Firewall, Teleport, Flame Shield, Frost Nova, Inferno"
418,ExiahHC,100,Hardcore,797,Druid,"Storm Strike, Tornado, Blood Howl, Cyclone Armor, Hurricane, Grizzly Rage"
419,Beckinsale,100,[Dead] Hardcore,784,Sorcerer,"Ice Armor, Ice Shards, Teleport, Frost Nova, Flame Shield, Deep Freeze"
420,NEO,100,Hardcore,812,Barbarian,"Frenzy, Hammer of the Ancients, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
421,ì¼,100,Hardcore,808,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Frost Nova, Ice Armor, Flame Shield"
422,nettwuide,100,Hardcore,754,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
423,Ded,100,Hardcore,780,Druid,"Earth Spike, Earthen Bulwark, Pulverize, Trample, Grizzly Rage, Debilitating Roar"
424,chipsab,100,Hardcore,812,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
425,Branclon,100,Hardcore,814,Barbarian,"Lunging Strike, Wrath of the Berserker, Ground Stomp, Hammer of the Ancients, Rallying Cry, Leap"
426,Victoria,100,Hardcore,800,Sorcerer,"Ice Armor, Ice Shards, Teleport, Flame Shield, Frost Nova, Deep Freeze"
427,AUF,100,[Dead] Hardcore,0,Druid,
428,TurFive,100,[Dead] Hardcore,830,Sorcerer,"Ice Shards, Meteor, Teleport, Frost Nova, Flame Shield, Ice Armor"
429,JOHNHENRY,100,Hardcore,742,Barbarian,"Iron Skin, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
430,DrixnGG,100,Hardcore,806,Druid,"Pulverize, Earth Spike, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
431,Gosha,100,Hardcore,804,Rogue,"Puncture, Dash, Twisting Blades, Dark Shroud, Poison Trap, Poison Imbuement"
432,DPS,100,Hardcore,813,Barbarian,"Lunging Strike, Wrath of the Berserker, Rallying Cry, Challenging Shout, War Cry, Whirlwind"
433,AdohrDiedDC,100,Hardcore,812,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Decrepify, Blood Mist, Bone Storm"
434,MuscleMommyX,100,Hardcore,803,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, Challenging Shout, War Cry, Iron Skin"
435,Ryu,100,Hardcore,792,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
436,Crany,100,Hardcore,797,Druid,"Storm Strike, Grizzly Rage, Blood Howl, Tornado, Hurricane, Cyclone Armor"
437,yurq,100,Hardcore,810,Druid,"Earth Spike, Pulverize, Trample, Debilitating Roar, Earthen Bulwark, Grizzly Rage"
438,Taeya,100,Hardcore,793,Sorcerer,"Ice Shards, Deep Freeze, Teleport, Ice Armor, Frost Nova, Flame Shield"
439,Melani,100,Hardcore,794,Sorcerer,"Ice Shards, Deep Freeze, Ice Armor, Flame Shield, Frost Nova, Teleport"
440,Bitters,100,Hardcore,817,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
441,FurryGod,100,Hardcore,811,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
442,ì£½ìë¨¸ë¦°ë¤í¬ëëª»ì´ë ¤,100,Hardcore,802,Necromancer,"Bone Splinters, Bone Spear, Iron Maiden, Corpse Tendrils, Bone Storm, Blood Mist"
443,Marshal,100,Hardcore,810,Druid,"Grizzly Rage, Earth Spike, Earthen Bulwark, Debilitating Roar, Pulverize, Trample"
444,Gohn,100,Hardcore,815,Sorcerer,"Frost Bolt, Ice Shards, Frost Nova, Ice Armor, Deep Freeze, Teleport"
445,Rumor,100,Hardcore,810,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
446,WarsZ,100,Hardcore,809,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Death Trap, Poison Trap"
447,Pike,100,Hardcore,792,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
448,Pepega,100,[Dead] Hardcore,779,Sorcerer,"Deep Freeze, Ice Shards, Teleport, Flame Shield, Ice Armor, Frost Nova"
449,GreetingsSir,100,Hardcore,792,Necromancer,"Bone Splinters, Bone Spear, Bone Storm, Blood Mist, Corpse Tendrils, Bone Prison"
450,JinDruid,100,Hardcore,775,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Grizzly Rage, Debilitating Roar"
451,ComeToMama,100,Hardcore,810,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
452,Isis,100,[Dead] Hardcore,817,Sorcerer,"Ice Shards, Flame Shield, Teleport, Ice Armor, Frost Nova, Deep Freeze"
453,Ares,100,Hardcore,799,Sorcerer,"Arc Lash, Unstable Currents, Ice Armor, Flame Shield, Frost Nova, Teleport"
454,Grimslasher,100,Hardcore,746,Barbarian,"Flay, Charge, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
455,coka,100,Hardcore,787,Sorcerer,"Ice Armor, Ice Shards, Flame Shield, Frost Nova, Teleport, Deep Freeze"
456,RK,100,Hardcore,767,Sorcerer,"Firewall, Teleport, Ice Armor, Flame Shield, Inferno, Frost Nova"
457,Saul,100,[Dead] Hardcore,803,Druid,"Earth Spike, Pulverize, Grizzly Rage, Debilitating Roar, Earthen Bulwark, Trample"
458,Bshiz,100,[Dead] Hardcore,807,Druid,"Earthen Bulwark, Earth Spike, Pulverize, Grizzly Rage, Debilitating Roar, Trample"
459,Portabella,100,Hardcore,793,Sorcerer,"Inferno, Ice Shards, Ice Armor, Frost Nova, Flame Shield, Teleport"
460,Mordsith,100,Hardcore,817,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
461,Doze,100,Hardcore,704,Rogue,"Puncture, Shadow Step, Death Trap, Poison Trap, Dash, Twisting Blades"
462,LOLHC,100,Hardcore,779,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
463,Last,100,Hardcore,802,Sorcerer,"Arc Lash, Frost Nova, Teleport, Flame Shield, Lightning Spear, Unstable Currents"
464,Splatz,100,Hardcore,793,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
465,Prompert,100,Hardcore,788,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Iron Skin"
466,Saretzz,100,Hardcore,818,Sorcerer,"Firewall, Inferno, Ice Armor, Frost Nova, Teleport, Flame Shield"
467,ê³°,100,Hardcore,802,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
468,Jwu,100,Hardcore,806,Barbarian,"Wrath of the Berserker, Whirlwind, Lunging Strike, Rallying Cry, Challenging Shout, War Cry"
469,Hatt,100,Hardcore,798,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Poison Imbuement"
470,ë§¹í­ì,100,Hardcore,821,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
471,ì´ë¹,100,Hardcore,0,Druid,
472,Lourlo,100,Hardcore,767,Sorcerer,"Ice Shards, Inferno, Teleport, Frost Nova, Ice Armor, Flame Shield"
473,VoiD,100,Hardcore,791,Necromancer,"Bone Splinters, Bone Spear, Bone Storm, Corpse Explosion, Corpse Tendrils, Blood Mist"
474,GrantGrip,100,Hardcore,794,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
475,ZaakieV,100,Hardcore,797,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
476,ìì ë¶ê°ì¦,100,Hardcore,794,Necromancer,"Bone Splinters, Bone Spear, Decrepify, Bone Storm, Corpse Tendrils, Blood Mist"
477,UNTAMEDGIRTH,100,Hardcore,780,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
478,Odin,100,Hardcore,809,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
479,reaper,100,Hardcore,807,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Death Trap, Poison Trap"
480,Vargful,100,Hardcore,812,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
481,Lookslikeme,100,Hardcore,801,Druid,"Earth Spike, Pulverize, Debilitating Roar, Trample, Earthen Bulwark, Grizzly Rage"
482,NecroDeath,100,[Dead] Hardcore,790,Necromancer,"Bone Storm, Bone Spear, Raise Skeleton, Blood Mist, Decrepify, Corpse Tendrils"
483,Myjoyy,100,Hardcore,822,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
484,Penitax,100,Hardcore,786,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
485,raeoki,100,Hardcore,793,Sorcerer,"Firewall, Inferno, Teleport, Flame Shield, Ice Armor, Frost Nova"
486,ì§ì¥ììëìì¨ííë³¼,100,Hardcore,801,Druid,"Storm Strike, Tornado, Blood Howl, Hurricane, Grizzly Rage, Cyclone Armor"
487,NAGASH,100,[Dead] Hardcore,774,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Corpse Tendrils, Blood Mist, Bone Storm"
488,ëìì°,100,Hardcore,806,Druid,"Earth Spike, Pulverize, Debilitating Roar, Earthen Bulwark, Grizzly Rage, Trample"
489,ê¼°ëë£¨,100,Hardcore,815,Druid,"Earth Spike, Pulverize, Trample, Debilitating Roar, Earthen Bulwark, Grizzly Rage"
490,MeinDruidHC,100,[Dead] Hardcore,799,Druid,"Earth Spike, Pulverize, Debilitating Roar, Earthen Bulwark, Trample, Grizzly Rage"
491,Haelv,100,Hardcore,798,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Grizzly Rage, Debilitating Roar"
492,Absolution,100,Hardcore,808,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Dark Shroud, Shadow Imbuement"
493,Micah,100,[Dead] Hardcore,790,Necromancer,"Reap, Blood Surge, Hemorrhage, Corpse Tendrils, Iron Maiden, Blood Mist"
494,Slaw,100,Hardcore,811,Barbarian,"Lunging Strike, Wrath of the Berserker, Rallying Cry, War Cry, Challenging Shout, Whirlwind"
495,MaxiErectus,100,Hardcore,793,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
496,SkipNhO,100,Hardcore,795,Barbarian,"Lunging Strike, Whirlwind, Wrath of the Berserker, War Cry, Challenging Shout, Rallying Cry"
497,Afran,100,Hardcore,728,Sorcerer,"Ice Shards, Flame Shield, Frost Nova, Teleport, Ice Armor, Deep Freeze"
498,Forsteaken,100,Hardcore,810,Druid,"Earth Spike, Pulverize, Grizzly Rage, Earthen Bulwark, Cyclone Armor, Trample"
499,Malgorio,100,Hardcore,809,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Decrepify, Bone Storm, Blood Mist"
500,Exultion,100,Hardcore,785,Sorcerer,"Teleport, Ice Shards, Ice Armor, Frost Nova, Flame Shield, Deep Freeze"
501,goonz,100,Hardcore,822,Druid,"Earth Spike, Pulverize, Debilitating Roar, Earthen Bulwark, Grizzly Rage, Cyclone Armor"
502,Roccospin,100,Hardcore,817,Barbarian,"Wrath of the Berserker, Lunging Strike, Rallying Cry, War Cry, Challenging Shout, Hammer of the Ancients"
503,Rich,100,Hardcore,780,Barbarian,"Flay, Wrath of the Berserker, Iron Skin, Challenging Shout, War Cry, Rallying Cry"
504,Zagy,100,[Dead] Hardcore,806,Druid,"Blood Howl, Claw, Earthen Bulwark, Hurricane, Lacerate, Cyclone Armor"
505,TrickmasteH,100,Hardcore,800,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Death Trap, Poison Trap"
506,Marquis,100,[Dead] Hardcore,800,Druid,"Earth Spike, Pulverize, Debilitating Roar, Trample, Earthen Bulwark, Grizzly Rage"
507,Winter,100,Hardcore,772,Sorcerer,"Fire Bolt, Ice Shards, Deep Freeze, Flame Shield, Frost Nova, Blizzard"
508,Kamuzz,100,Hardcore,0,Barbarian,
509,Tshadow,100,Hardcore,802,Rogue,"Puncture, Twisting Blades, Poison Trap, Shadow Step, Dash, Death Trap"
510,Karina,100,Hardcore,781,Sorcerer,"Fire Bolt, Ice Shards, Ice Armor, Frost Nova, Teleport, Meteor"
511,Koots,100,Hardcore,800,Sorcerer,"Attack, Ice Shards, Teleport, Ice Armor, Inferno, Frost Nova"
512,Yardo,100,Hardcore,808,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
513,Cloud,100,Hardcore,783,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
514,LuckStack,100,Hardcore,794,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Corpse Tendrils, Bone Storm, Blood Mist"
515,chuqie,100,[Dead] Hardcore,803,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
516,Keppada,100,Hardcore,799,Rogue,"Puncture, Twisting Blades, Concealment, Shadow Step, Poison Trap, Death Trap"
517,Look,100,Hardcore,810,Druid,"Attack, Pulverize, Debilitating Roar, Earthen Bulwark, Grizzly Rage, Trample"
518,AnnieFuchsia,100,Hardcore,791,Sorcerer,"Ice Shards, Flame Shield, Teleport, Frost Nova, Ice Armor, Deep Freeze"
519,EggsD,100,[Dead] Hardcore,806,Necromancer,"Hemorrhage, Blood Surge, Blood Lance, Bone Storm, Corpse Tendrils, Blood Mist"
520,Yuragis,100,Hardcore,779,Barbarian,"Wrath of the Berserker, Whirlwind, War Cry, Challenging Shout, Rallying Cry, Lunging Strike"
521,Druidix,100,Hardcore,810,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
522,MufuyuK,100,Hardcore,799,Druid,"Storm Strike, Tornado, Blood Howl, Hurricane, Earthen Bulwark, Grizzly Rage"
523,HC,100,Hardcore,798,Druid,"Earth Spike, Pulverize, Trample, Debilitating Roar, Earthen Bulwark, Grizzly Rage"
524,BruceTheGoos,100,Hardcore,791,Druid,"Earth Spike, Pulverize, Trample, Debilitating Roar, Grizzly Rage, Earthen Bulwark"
525,hand,100,Hardcore,803,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
526,Ticksatsi,100,Hardcore,788,Necromancer,"Bone Splinters, Bone Spear, Corpse Tendrils, Decrepify, Bone Storm, Blood Mist"
527,Huza,100,Hardcore,788,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
528,nKsHCagain,100,Hardcore,780,Rogue,"Puncture, Twisting Blades, Poison Trap, Shadow Imbuement, Dash, Shadow Step"
529,BDY,100,Hardcore,817,Necromancer,"Reap, Blood Surge, Raise Skeleton, Decrepify, Corpse Tendrils, Blood Mist"
530,Crackussy,100,Hardcore,786,Rogue,"Puncture, Twisting Blades, Death Trap, Dash, Shadow Step, Poison Trap"
531,Mist,100,Hardcore,802,Sorcerer,"Fire Bolt, Ice Shards, Frost Nova, Ice Armor, Teleport, Flame Shield"
532,litreal,100,Hardcore,781,Druid,"Earth Spike, Pulverize, Grizzly Rage, Earthen Bulwark, Debilitating Roar, Trample"
533,cRanker,100,Hardcore,818,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
534,Fraca,100,[Dead] Hardcore,794,Necromancer,"Golem, Corpse Tendrils, Blood Mist, Bone Storm, Decrepify, Raise Skeleton"
535,Backes,100,[Dead] Hardcore,763,Barbarian,"Flay, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
536,LFX,100,Hardcore,810,Rogue,"Puncture, Barrage, Shadow Imbuement, Shadow Step, Poison Trap, Cold Imbuement"
537,ctide,100,Hardcore,818,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Wrath of the Berserker, Challenging Shout"
538,Jengo,100,Hardcore,804,Rogue,"Poison Trap, Puncture, Death Trap, Shadow Step, Twisting Blades, Dash"
539,ë ë°í°,100,Hardcore,802,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
540,Luna,100,[Dead] Hardcore,812,Sorcerer,"Ice Armor, Ice Shards, Flame Shield, Teleport, Frost Nova, Deep Freeze"
541,Puz,100,Hardcore,807,Sorcerer,"Deep Freeze, Ice Shards, Teleport, Frost Nova, Flame Shield, Ice Armor"
542,Noxx,100,Hardcore,788,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
543,Iry,100,Hardcore,800,Barbarian,"Lunging Strike, Hammer of the Ancients, War Cry, Challenging Shout, Rallying Cry, Wrath of the Berserker"
544,PRINCE,100,[Dead] Hardcore,766,Barbarian,"Flay, Rend, Challenging Shout, War Cry, Rallying Cry, Charge"
545,Ð¤ÑÐÐ»Ð¸Ð·Ð°ÑÐ´,100,Hardcore,792,Necromancer,"Hemorrhage, Bone Spear, Bone Storm, Blood Mist, Decrepify, Golem"
546,Desrame,100,Hardcore,806,Rogue,"Puncture, Twisting Blades, Death Trap, Dash, Shadow Step, Poison Trap"
547,KenZr,100,Hardcore,801,Rogue,"Puncture, Twisting Blades, Dash, Poison Trap, Shadow Clone, Shadow Step"
548,Coupa,100,[Dead] Hardcore,817,Rogue,"Puncture, Penetrating Shot, Shadow Step, Dash, Shadow Imbuement, Poison Imbuement"
549,iDrazzor,100,Hardcore,809,Rogue,"Puncture, Twisting Blades, Death Trap, Dash, Poison Trap, Shadow Step"
550,Trashservers,100,Hardcore,801,Sorcerer,"Ice Shards, Flame Shield, Ice Armor, Frost Nova, Inferno, Teleport"
551,ì¥ë¯¸ì ì,100,Hardcore,812,Druid,"Storm Strike, Tornado, Blood Howl, Cyclone Armor, Grizzly Rage, Hurricane"
552,CirclesNine,100,Hardcore,791,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
553,Icetundra,100,Hardcore,803,Druid,"Earth Spike, Pulverize, Trample, Earthen Bulwark, Debilitating Roar, Grizzly Rage"
554,Tankzbot,100,Hardcore,747,Druid,"Wind Shear, Earthen Bulwark, Grizzly Rage, Boulder, Trample, Pulverize"
555,Dannissh,100,Hardcore,804,Druid,"Earth Spike, Trample, Pulverize, Debilitating Roar, Earthen Bulwark, Grizzly Rage"
556,Lex,100,Hardcore,799,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
557,DenDen,100,Hardcore,782,Sorcerer,"Ice Shards, Flame Shield, Teleport, Ice Armor, Frost Nova, Deep Freeze"
558,MegaBear,100,Hardcore,796,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
559,Ozee,100,Hardcore,809,Barbarian,"Challenging Shout, War Cry, Rallying Cry, Wrath of the Berserker, Lunging Strike, Whirlwind"
560,ìí¬,100,[Dead] Hardcore,803,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
561,WBlackSmith,100,Hardcore,782,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
562,DeathDCInc,100,Hardcore,808,Druid,"Storm Strike, Tornado, Hurricane, Blood Howl, Cyclone Armor, Grizzly Rage"
563,Goofert,100,Hardcore,814,Necromancer,"Bone Splinters, Bone Spear, Decrepify, Corpse Tendrils, Blood Mist, Bone Storm"
564,ë¤ì¯ë²ì§¸ë¯¸ëìëª¨í,100,Hardcore,804,Druid,"Earth Spike, Pulverize, Trample, Earthen Bulwark, Grizzly Rage, Debilitating Roar"
565,Maximum,100,Hardcore,810,Sorcerer,"Ice Shards, Meteor, Frost Nova, Ice Armor, Flame Shield, Teleport"
566,Blasian,100,Hardcore,753,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
567,SAMOANSLAYER,100,Hardcore,792,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Wrath of the Berserker, Challenging Shout, War Cry"
568,internetdud,100,Hardcore,790,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
569,subtrohs,100,Hardcore,805,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
570,Aurora,100,Hardcore,786,Sorcerer,"Ice Armor, Ice Shards, Teleport, Flame Shield, Frost Nova, Deep Freeze"
571,JamesMewiz,100,Hardcore,803,Necromancer,"Reap, Bone Spear, Corpse Tendrils, Corpse Explosion, Blood Mist, Bone Storm"
572,ì´ëí´ìëª¨ëë§¨,100,Hardcore,772,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
573,Ember,100,Hardcore,792,Sorcerer,"Fire Bolt, Firewall, Ice Armor, Flame Shield, Teleport, Inferno"
574,Kayce,100,Hardcore,799,Sorcerer,"Attack, Ice Shards, Teleport, Ice Armor, Flame Shield, Frost Nova"
575,Destinyhc,100,Hardcore,809,Sorcerer,"Ice Shards, Flame Shield, Teleport, Frost Nova, Ice Armor, Meteor"
576,Xahvion,100,Hardcore,804,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Grizzly Rage, Debilitating Roar"
577,ShaulHC,100,Hardcore,767,Sorcerer,"Flame Shield, Ice Shards, Teleport, Frost Nova, Inferno, Ice Armor"
578,Trdx,100,Hardcore,784,Sorcerer,"Ice Shards, Flame Shield, Ice Armor, Frost Nova, Teleport, Meteor"
579,Cassp,100,Hardcore,803,Necromancer,"Bone Splinters, Bone Spear, Blood Mist, Bone Storm, Corpse Tendrils, Iron Maiden"
580,ì£½ìì´ëê°ëììì´ë²ë¦°ê³°,100,Hardcore,806,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Grizzly Rage, Trample, Debilitating Roar"
581,Vita,100,Hardcore,806,Sorcerer,"Ice Armor, Arc Lash, Frost Nova, Teleport, Flame Shield, Unstable Currents"
582,Anubys,100,Hardcore,807,Rogue,"Puncture, Twisting Blades, Poison Trap, Death Trap, Dash, Shadow Step"
583,Frungy,100,Hardcore,820,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Trap, Death Trap"
584,PapaChonk,100,Hardcore,783,Druid,"Earth Spike, Debilitating Roar, Pulverize, Earthen Bulwark, Trample, Grizzly Rage"
585,MaCoMb,100,Hardcore,799,Druid,"Storm Strike, Tornado, Blood Howl, Hurricane, Grizzly Rage, Earthen Bulwark"
586,youngchhh,100,Hardcore,792,Sorcerer,"Flame Shield, Ice Shards, Frost Nova, Teleport, Ice Armor, Deep Freeze"
587,Seraphim,100,Hardcore,803,Druid,"Storm Strike, Tornado, Hurricane, Blood Howl, Cyclone Armor, Grizzly Rage"
588,Wingless,100,Hardcore,795,Barbarian,"Lunging Strike, Hammer of the Ancients, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
589,jonhemp,100,Hardcore,784,Rogue,"Twisting Blades, Puncture, Poison Trap, Dash, Death Trap, Shadow Step"
590,Wladia,100,Hardcore,789,Druid,"Earth Spike, Pulverize, Trample, Debilitating Roar, Grizzly Rage, Earthen Bulwark"
591,Druidjes,100,Hardcore,792,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
592,èµµè¿ªå,100,Hardcore,805,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, War Cry, Rallying Cry, Wrath of the Berserker"
593,skunQ,100,Hardcore,0,Rogue,
594,Twoseums,100,Hardcore,805,Rogue,"Forceful Arrow, Penetrating Shot, Poison Imbuement, Shadow Imbuement, Shadow Step, Poison Trap"
595,hOm,100,[Dead] Hardcore,802,Sorcerer,"Inferno, Firewall, Ice Armor, Frost Nova, Flame Shield, Teleport"
596,Joi,100,Hardcore,800,Sorcerer,"Frost Nova, Flame Shield, Teleport, Ice Armor, Ice Shards, Deep Freeze"
597,æ·±æ·±,100,Hardcore,786,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
598,Matilda,100,Hardcore,791,Sorcerer,"Fire Bolt, Ice Shards, Teleport, Ice Armor, Frost Nova, Deep Freeze"
599,Xron,100,Hardcore,795,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
600,ëë²¤í°,100,Hardcore,807,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
601,Chosentwo,100,Hardcore,794,Druid,"Earth Spike, Attack, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
602,SinskyNecro,100,Hardcore,772,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Corpse Tendrils, Blood Mist, Decrepify"
